START,000,000,000,000,000,000,000,000,000,000,000,000,012,020,008,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,008,019,020,020,020,020,020,020,020,020,020,010,000,000,000,000,000,000,000,000,000,000,000,000,000,END
